Traffic_ID,PER,PDB,Normalized Bandwidth,Channel
0,4.3708610696262625e-05,14.440599409765397,0.8908677043391078,1
1,2.403950683025824e-05,27.896064077536955,0.9374299875361018,3
2,1.185260448662222e-05,17.095609329882425,0.803244365499795,2
3,2.6506405886809046e-05,21.20981135783017,0.6591442503655934,2
4,4.887505167779042e-05,24.082225404756635,0.6995684092202544,2
5,2.2554447458683768e-05,15.459879622393945,0.7111507590864574,2
6,5.1046298579533235e-05,16.852625195378746,0.9198119046599675,2
7,5.628109945722505e-05,17.278086377374088,0.8692772870546384,2
8,6.467903667112945e-05,16.99873074947044,0.9561163641861652,2
9,1.879049026057455e-05,16.991466938853016,1.0500478762850871,2
10,2.0983441136030095e-05,17.331755980787566,0.8571885345376418,2
11,9.183883618709039e-05,24.112724560515943,0.7310262781375816,2
12,3.805399684804699e-05,33.8915652077622,0.9816744418753625,3
13,2.6636900997297435e-05,23.692332899977053,0.8755521704259244,2
14,1.7964325184672754e-05,14.954573285674462,0.6934001883610877,1
15,3.4421412859650636e-05,17.696806145201062,0.9675025239518235,2
16,3.528410587186427e-05,14.347238476592166,0.87171748159855,1
17,8.219772826786358e-05,16.615389998470206,0.9212606622604839,2
18,1.0496990541124217e-05,22.910613973565198,0.9499197880163666,2
19,7.561064512368886e-05,15.803912383886807,0.8256629641055374,2
20,8.767930832880342e-05,12.459233552262585,0.971917029558183,1
21,1.5720251525742127e-05,14.468325129969859,0.7335838543732377,1
22,7.566455605042577e-05,24.173977096152143,0.8885484998887971,2
23,5.2499343264575435e-05,21.80818012523817,0.7907923294312874,2
24,7.847065437552077e-05,27.47717126441737,0.8928690694633564,3
25,5.444160367279517e-05,6.901274479551278,0.9430843018245889,1
26,1.2287721406968569e-05,12.906247707042986,0.9659837165377345,1
27,5.577136220482325e-05,18.90164056081244,0.8948343347971441,2
28,4.693446307320668e-05,16.0537083565104,0.9349672503369727,2
29,1.692819188459137e-05,15.957531985534061,0.8056748507395538,2
30,9.367278871083158e-05,22.507241657624025,0.9779940490726733,2
31,8.84314531168946e-05,17.351198981164806,0.911044812672675,2
32,9.0330309864098e-05,26.859310667748883,0.8759866177184248,3
33,9.06482169931144e-05,16.489734530613237,0.8237476884783294,2
34,3.051416462877475e-05,26.36866810069778,0.8274546986925104,3
35,8.746575249307091e-05,20.025567283212304,0.8334098304515926,2
36,4.756699028339011e-05,18.022417742098533,0.8277470091325835,2
37,4.038536542632652e-05,19.193571441669953,0.8997070107267449,2
38,5.669115595690295e-05,15.284715957663689,1.003507714912097,2
39,9.746038744488647e-05,10.406143923504793,0.8550099709115365,1
40,3.5635644493972086e-05,20.511738412748333,0.8128530984825266,2
41,5.5241112090597534e-05,19.038195176094387,0.8890660935204882,2
42,2.304053848821008e-05,21.69910482093322,0.856996248064795,2
43,3.178497443603504e-05,25.714114072575104,0.935820752287067,3
44,3.138737895931597e-05,15.99086078325153,1.0014374247095774,2
45,6.690752475342215e-05,22.934285469001352,1.0851541667584517,2
46,1.8126079304896748e-05,17.532837588983366,0.9535961402533818,2
47,2.678666593598688e-05,20.498256825438204,0.8054964413214005,2
48,7.098079256580543e-05,20.045721728700688,0.8198156513994229,2
49,3.038461976781442e-05,14.688481431369475,0.906926140072363,1
50,7.218439642922194e-05,23.102741079808677,0.841055431339276,2
51,2.2376884973139394e-05,16.083733538318814,0.8243290914146763,2
52,9.322242564507066e-05,18.21627487115903,0.9154935357889173,2
53,6.939856414307611e-05,21.137299673020646,0.9934572217244884,2
54,5.766855205204059e-05,18.377545210855533,0.8363913045338084,2
55,9.074941821579942e-05,21.299413971242117,0.9389236244635124,2
56,4.051268119438306e-05,26.496984071322437,0.7677437094172592,3
57,9.073992339573195e-05,21.252464251729382,0.8937272645290528,2
58,6.77828481538859e-05,21.131441347494373,0.9457313523692805,2
59,1.082773464549667e-05,21.465362366493405,0.7836053719669754,2
60,1.0455542546159682e-05,20.874165059957356,0.7314403521302416,2
61,7.22705677923424e-05,14.043482513986756,0.9259193888102398,1
62,7.409612992127823e-05,16.24410287668036,0.7404123453872018,2
63,7.718422646062217e-05,24.81688064622161,0.9006132816369962,2
64,6.918516030703091e-05,15.661794550103128,0.8729043412460712,2
65,4.309442227534902e-05,15.552427851872384,0.7730728999009553,2
66,9.75709499277201e-05,24.393367740954478,0.8328900135347197,2
67,6.680247633975367e-05,20.065009459389536,1.0086541440379762,2
68,6.192134961637233e-05,12.967973664092256,0.8541778505825394,1
69,7.502069037353548e-05,14.645537509694439,0.9078479736454372,1
70,9.464127259176229e-05,19.379338055591703,0.9346173613799369,2
71,9.699893371393027e-05,15.766031409657975,0.7005056885487602,2
72,8.660230043651713e-05,15.36976690394261,0.8045113168177502,2
73,6.0112113621251516e-05,20.86590462925591,0.8977622834687212,2
74,6.130550530804286e-05,21.154768614725665,0.7737864287231502,2
75,9.91048465093837e-05,20.29104359223,0.7391103316151223,2
76,8.8963576473516e-05,24.362235788302264,0.9684447389341614,2
77,7.322356755883984e-05,13.111653160214544,0.7604065156122205,1
78,8.284250399306622e-05,21.522245599354264,0.8844631617129336,2
79,9.219164973008242e-05,22.575238431530238,1.2577154681083984,2
80,8.184656610700977e-05,26.654406639860426,0.9603479602432324,3
81,8.16213402492491e-05,18.42365377679827,0.9365511808218904,2
82,4.380246573759496e-05,20.825113990546694,0.7689081739118505,2
83,1.3234804641706789e-05,31.573292833367542,0.6639210852063885,3
84,3.57887126915456e-05,17.92734097305054,0.8660878331625778,2
85,1.3361336987429299e-05,17.640340671052833,0.9708066356172563,2
86,2.143544613866963e-05,27.801900705664394,0.8711072970409449,3
87,2.9423892474715888e-05,16.34816684141432,0.8802330073790143,2
88,1.4651354905174694e-05,31.945179786962314,1.0491276578357058,3
89,6.736869113483859e-05,9.874287066711965,0.8771182555997131,1
90,8.156675752918333e-05,17.777506278904088,0.684489307552753,2
91,1.7061074320803938e-05,22.524936394902287,0.9476366612606743,2
92,4.680576499728429e-05,18.328764544248163,0.824766611172406,2
93,3.2521860834813584e-05,28.827271201405484,0.8998036429442184,3
94,6.941776390459582e-05,21.886481327302047,1.0291895702109637,2
95,6.50548671610917e-05,12.403150170229933,0.8074939150083759,1
96,4.2037541078613545e-05,18.813040193966653,1.0520957929082,2
97,1.8805074458590132e-05,3.793663299654636,0.7514204288470593,1
98,2.558816829190137e-05,10.025192142211754,0.7227890173693701,1
99,6.542650882469949e-05,17.799777566515083,0.8713345976362427,2
100,4.371513531638241e-05,20.29254451153422,1.1015085714483872,2
101,8.7084085706949e-05,15.092456744760245,0.9057334684438935,2
102,1.6351187266038688e-05,18.987712370842246,0.8640840764449704,2
103,6.27198023146117e-05,20.56758672625624,0.9264983455090444,2
104,4.493529335858697e-05,16.924331611143348,1.076938831489804,2
105,5.910551103843415e-05,19.241074524822082,0.9188357496843038,2
106,9.650715074415228e-05,17.567836169738197,0.8793132143329111,2
107,3.870780672643852e-05,17.053176215278942,0.9459598039328199,2
108,2.0634834485949064e-05,24.76005546923347,1.0085520124146656,2
109,8.897248121743477e-05,24.0643105941948,0.923124321589257,2
110,3.538311153141759e-05,22.758685052325372,0.7840438104874862,2
111,8.261512653405376e-05,19.89549203017926,0.8699421703881941,2
112,4.3481627721350484e-05,16.653986359093935,0.9783834065885032,2
113,9.376815930432083e-05,18.9115939838639,0.9718267017744316,2
114,7.757839610123476e-05,17.96042323614352,0.8849215426937271,2
115,9.1229761601161e-05,26.527394035771646,0.85994279780884,3
116,3.880446409275506e-05,18.803876010651223,0.9464137261644905,2
117,1.0975388633226853e-05,21.62083176244221,0.8442521981794711,2
118,9.555464322438005e-05,29.561588199199853,0.9683438912511948,3
119,5.036009697804878e-05,14.96991309250149,0.7317171393244448,1
120,7.052666104693347e-05,23.853391647615556,0.9270096556032814,2
121,8.106563285150985e-05,19.938766135765427,0.7646181675340568,2
122,1.5180288401497986e-05,9.549911256848603,1.041551351833302,1
123,8.989337644824698e-05,15.872514016037442,0.8243992333703922,2
124,2.286925138475523e-05,23.069206707377123,0.9987243505619232,2
125,1.9101040851051124e-05,21.224832855543614,0.8051364770141128,2
126,1.654867057277742e-05,22.795546013072638,0.9483411589722106,2
127,1.732139025777098e-05,12.759578292513378,0.7116531931962831,1
128,8.315196105317524e-05,16.678862783477886,0.998955907475041,2
129,1.751506450288019e-05,21.554537827990025,1.0109195061962244,2
130,4.817998083222787e-05,18.48837878961846,0.8572887149052711,2
131,5.217945777947136e-05,21.613592801690448,0.7718873182837845,2
132,7.71440391338881e-05,22.463432419002025,0.866988313896251,2
133,4.373835215713337e-05,23.450719958555563,0.8161115790904225,2
134,3.0123625466750742e-05,20.348263322594395,0.9598602280354464,2
135,9.936683165073703e-05,20.48838049274416,0.7775160313487285,2
136,9.72372282057189e-05,31.378806487836016,0.8999328840367974,3
137,7.261738200861555e-05,30.765912287557782,0.7781038280191447,3
138,6.258828807307903e-05,19.44534032185245,0.9591132944912955,2
139,6.581193380213831e-05,15.80139078909612,0.7955392728422401,2
140,5.17328564445984e-05,25.163002020089884,0.669852167255995,3
141,1.6996117326848637e-05,21.708779878885796,1.05252817914945,2
142,3.78574854657695e-05,22.85673755163394,0.958512720282212,2
143,2.463552454104022e-05,13.398833964896788,1.0478866068758608,1
144,9.39455635018612e-05,19.63194442104047,0.8284649264204188,2
145,8.294979977036496e-05,11.434327354545612,0.9983082360411459,1
146,9.729229580331429e-05,21.378175789437037,0.8866966960791494,2
147,5.2182384381547326e-05,12.027861706028165,0.7955411022376582,1
148,1.5073794698583442e-05,21.29694654499847,0.8891492401460133,2
149,9.997459059575176e-05,20.026218498590914,0.862639451383341,2
150,7.920886736624594e-05,18.434881458917797,0.691756948757893,2
151,2.162434736363455e-05,20.601478158559495,0.9111664161175751,2
152,3.057785249531165e-05,25.302234070552338,1.0177725181304265,3
153,4.2234644622955644e-05,21.661570059897958,0.7800617961984292,2
154,5.68276930813414e-05,20.574307341069478,1.0187993945312626,2
155,8.669633502866861e-05,30.303739624409936,1.0399847849233954,3
156,8.889882423925106e-05,14.898083763689225,0.8298276179525623,1
157,1.2590440868200509e-05,23.226879747925736,0.9998403908071054,2
158,7.336717912893012e-05,17.831748366140765,0.8222272322304951,2
159,1.1309019910109375e-05,25.29212243424794,0.6751871677396452,3
160,4.530196405897591e-05,24.430317801230764,0.8435322981994733,2
161,4.134299203209703e-05,27.51178526048014,0.8654541823393693,3
162,4.5688850408914316e-05,24.907736883650408,0.8920924965254238,2
163,9.54568561291878e-05,11.483087803224226,0.8519959619475576,1
164,5.1322218061443516e-05,19.969004301630637,0.8996103083768668,2
165,3.9587644925875744e-05,13.477652497475734,0.9272812694947085,1
166,1.6827699529779754e-05,14.49374047576444,0.9083878762774358,1
167,4.111005549914769e-05,19.68660451363414,0.9569159627110809,2
168,7.008019646689246e-05,17.766582646546667,0.8083828137662108,2
169,1.3678175463983099e-05,17.348711908137794,0.7754540429902633,2
170,2.5930943584907215e-05,12.82955565383738,0.8378793098121408,1
171,4.2784287494326796e-05,29.823625664581947,0.8614231021464088,3
172,1.3538092585698905e-05,22.572944953452698,0.9828158719174217,2
173,1.7358312875398474e-05,19.43835975154585,0.8348234702755448,2
174,8.255811518137552e-05,16.31793913871177,0.9179208900510499,2
175,2.8841439100303932e-05,18.62474151424178,0.6187993326868859,2
176,6.564292943772664e-05,16.867379086557282,0.6301967769733549,2
177,7.72723844320381e-05,22.882784815278832,0.8900733450466088,2
178,5.605096979040995e-05,15.138657261379642,0.866013477945656,2
179,5.026711301411092e-05,11.967768398712138,0.8788839977642898,1
180,3.4231890785444286e-05,19.065474387197956,0.8528011996609062,2
181,3.898712490248605e-05,16.767135578787368,0.7454865963771939,2
182,2.0778591863732612e-05,21.09111366265548,0.9522882880610046,2
183,7.111920872300407e-05,19.960136793416915,1.0113957795978201,2
184,1.7822825927868134e-05,31.871647017461942,0.9630812931046863,3
185,7.708955267658971e-05,14.813769228367718,0.8380032744095518,1
186,3.553983152188521e-05,26.97865967964282,0.7218073409342194,3
187,6.137004742020207e-05,13.007162130904295,0.9162043701721907,1
188,1.9160422535836336e-05,17.709450485843117,0.7927778901739145,2
189,2.4461323593360012e-05,17.038030378805654,0.768071270918776,2
190,2.5603623576527937e-05,7.4862023916889235,0.9288352731409361,1
191,9.841407552177458e-05,18.80525976566795,0.7635479573289272,2
192,9.72523389947832e-05,21.186621923798715,0.8861625266648048,2
193,3.3211254434044584e-05,22.504585938121902,0.75628211243548,2
194,9.364383902148273e-05,30.21660244841153,1.0258947536863459,3
195,3.519811842942558e-05,16.686881205270765,0.9169963835350236,2
196,3.913113127638193e-05,21.398786748933546,0.5732231291746457,2
197,3.181687591735722e-05,21.29861250860741,0.7638850331003215,2
198,3.5976749791623025e-05,14.304291357050587,0.8855568210137897,1
199,5.330260916693358e-05,16.740819460989204,0.8626828521256049,2
200,4.029438503745285e-05,16.990156605518077,0.936684252518836,2
201,7.133524500015364e-05,22.649020889576413,1.0074120068040469,2
202,5.2441856969514253e-05,11.14878405829054,0.7505648840370962,1
203,9.365762298230434e-05,21.855729366856544,0.7950625199066262,2
204,9.445064111389341e-05,22.440220396893746,1.021796525699685,2
205,8.576458990824449e-05,21.68801331037601,0.8150053255784803,2
206,2.814645880429701e-05,18.407607446748305,0.8246409888572775,2
207,8.331172482082439e-05,21.448874284482066,1.0732102944313635,2
208,4.229474357111523e-05,18.64898340661231,0.9561347507092337,2
209,8.349394955244195e-05,9.80937732411073,0.7531126743100205,1
210,5.164118071026458e-05,25.25796520335833,0.7701937556474769,3
211,5.5244835108323126e-05,21.634636868820813,0.8350174990064745,2
212,4.455020992358903e-05,24.462054099076056,0.8676887674190292,2
