Traffic_ID,PER,PDB,Channel
0,0.0003751655787285152,322.0299704882699,4
1,0.00015683852581586645,679.7255461723458,4
2,5.9025528556031264e-05,669.7603230500345,4
3,0.0007083645052182496,852.6288212016316,5
4,2.1563909801506647e-05,454.78046649412124,4
5,0.00018422110534358039,468.70754820546307,4
6,0.00030493800071657826,-53.13725317340027,2
7,0.00029193791105784395,837.5924205992258,5
8,0.0006122410418276571,492.9884839559414,4
9,0.00036699548145039805,414.3982907202069,4
10,0.000456613914232819,442.6312597689373,4
11,0.000514720203975198,749.430116728152,5
12,0.0005928221542931806,630.5547913056699,4
13,0.00017135359956360426,471.1410844768867,4
14,6.598654139229424e-05,449.9365374735221,4
15,9.857444189237749e-05,836.8599552616597,5
16,0.0006845487934856448,344.6119513311005,4
17,0.000495681733201159,559.5611534006198,4
18,3.535413259410318e-05,542.6373865420109,4
19,0.0006628597620696281,697.3372283140308,4
20,0.0003123993650133216,1294.5782603881103,5
21,0.00018566960107000154,898.4099310705793,5
22,0.0009696150431367941,654.6595790134656,4
23,0.0009219523607880938,820.4402597371527,5
24,8.940400954986758e-05,347.7286642837231,4
25,0.0002720776827421221,204.1764466157781,3
26,0.0008289087716427775,263.3304756596635,4
27,0.0005431533870750903,379.8521834882233,4
28,0.0001417833007497879,745.5306986782598,5
29,0.0007292781608729465,821.9371148983394,5
30,0.0007714990763392599,548.2085274738564,4
31,0.00011675319046560459,444.13065125376,4
32,0.000863240322449718,222.96167761312932,3
33,6.449479193573762e-05,874.9117439462051,5
34,0.0003116713393939466,894.9290861751751,5
35,0.000637919913883858,375.44801513608047,4
36,0.0008873255298337503,340.5425308711295,4
37,0.0007135315424357721,581.0490637429536,4
38,0.0007610242635682806,973.8585632208684,5
39,0.0004943018007680265,684.5453129983299,4
40,0.0005232100965526121,500.34040249619966,4
41,0.00010878353556631115,584.7839781313135,4
42,3.2397756501047517e-05,245.3123853521493,3
43,0.0005090621204735382,860.6229043348553,5
44,0.000907658907452167,466.3958865816237,4
45,0.0007557955874045058,226.236532296416,3
46,0.00022956936732613085,546.9596445720933,4
47,0.00016206006596675043,493.2828014900693,4
48,0.0009297679546902306,725.3620828812013,5
49,0.0008715891295975301,889.5466632330069,5
50,0.0008038684048222155,942.9655333874441,5
51,0.0008961952086235698,643.8883234887081,4
52,0.00031868547149689207,535.8424543268613,4
