Traffic_ID,PER,PDB,Channel
0,3.7460266483547784e-05,344.405994097654,1
1,1.5607892088416906e-05,415.94510923446916,3
2,5.817780380698264e-06,413.95206461000686,3
3,7.081017705382659e-05,450.52576424032634,3
4,2.068243584637287e-06,370.95609329882427,1
5,1.834861694024485e-05,373.7415096410926,1
6,3.0431181873524183e-05,269.37254936531997,1
7,2.9130001728402215e-05,447.51848411984514,3
8,6.118917094329072e-05,378.5976967911883,2
9,3.664252071093624e-05,362.8796581440414,1
10,4.5612437721861425e-05,368.52625195378744,1
11,5.142830149697703e-05,429.8860233456304,3
12,5.9245532740515635e-05,406.110958261134,3
13,1.7060707127492282e-05,374.22821689537733,1
14,6.514508782598099e-06,369.9873074947044,1
15,9.776234679498324e-06,447.37199105233196,3
16,6.842646032095057e-05,348.9223902662201,2
17,4.9522739242025915e-05,391.91223068012397,1
18,3.4485082263106875e-06,388.5274773084022,1
19,6.625560321255466e-05,419.46744566280614,3
20,3.11779904981802e-05,538.915652077622,3
21,1.8493597007997452e-05,459.68198621411585,3
22,9.695876693017822e-05,410.93191580269314,3
23,9.218820475996146e-05,444.08805194743053,3
24,8.858365280171432e-06,349.5457328567446,1
25,2.7142189687071855e-05,320.8352893231556,1
26,8.287546354010141e-05,332.6660951319327,2
27,5.4274181354993274e-05,355.9704366976447,2
28,1.4101013255226519e-05,429.10613973565194,3
29,7.290342673241833e-05,444.38742297966786,3
30,7.712932196512772e-05,389.64170549477126,2
31,1.159574726191772e-05,368.826130250752,1
32,8.63117115533006e-05,324.59233552262583,2
33,6.3651994450995036e-06,454.98234878924103,3
34,3.110512234834907e-05,458.98581723503503,3
35,6.375937156080777e-05,355.08960302721607,2
36,8.87224021302069e-05,348.1085061742259,2
37,7.132734627442727e-05,396.2098127485907,2
38,7.608089701120357e-05,474.7717126441737,3
39,4.938462168047544e-05,416.90906259966596,3
40,5.227805560990559e-05,380.06808049923995,2
41,1.0798063785060513e-05,396.9567956262627,1
42,3.152604276816558e-06,329.06247707042985,1
43,5.086198340955864e-05,452.12458086697103,3
44,9.075757172787004e-05,373.27917731632476,2
45,7.555755834291943e-05,325.2473064592832,2
46,2.2887528567507335e-05,389.39192891441866,1
47,1.6130516512527905e-05,378.65656029801386,1
48,9.297046825773388e-05,425.07241657624024,3
49,8.71473444128699e-05,457.9093326466014,3
50,8.036917096914246e-05,468.59310667748883,3
51,8.96101690793501e-05,408.7776646977416,3
52,3.1807167462436674e-05,387.1684908653723,1
53,4.2716507784739375e-05,381.6087137933619,1
54,8.180329644459008e-05,267.2411976218265,2
55,2.2218559968968323e-05,417.2758971944383,3
56,1.1995338079694944e-05,422.6468163266755,3
57,3.232706117275532e-05,391.6969545824467,1
58,5.188387426811918e-05,352.8471595766369,2
59,9.717849045126887e-05,470.1979369329647,3
60,9.62451050212617e-05,399.072459774418,2
61,3.0094822198578803e-05,316.32476890048883,1
62,2.849120103280299e-05,405.1173841274833,3
63,5.0272875532653866e-05,378.36953597259935,1
64,5.157360337486435e-06,423.8877049716763,3
65,2.3963793447790578e-05,387.0485677630555,1
66,1.4498038260401399e-05,416.9910482093322,3
67,2.421310659843493e-05,399.63099250277133,1
68,6.72168333851138e-05,361.2331947021528,2
69,7.282435269769984e-05,438.6570427944624,3
70,3.6784635440598136e-05,470.2602652939094,3
71,5.3582110660635104e-05,469.6162876745951,3
72,9.038074107740287e-06,375.3283758898337,1
73,1.865998585488143e-05,446.15813041709765,3
74,4.087106404060844e-06,485.3302476839231,3
75,1.6686170144963366e-06,443.67947078176894,3
76,5.121418489934511e-05,432.4543366314553,3
77,1.7444899236209097e-05,338.8563231662347,1
78,6.909686443286557e-05,431.02741079808675,3
79,1.3760719205157867e-05,391.95313115684684,1
80,3.411322444151535e-05,382.16274871159027,1
81,6.600180476295756e-05,427.8060899266983,3
82,8.172404779811958e-05,468.19432622085526,3
83,2.419281056713617e-05,526.9581358134666,3
84,9.319345752911863e-06,327.9979276158101,1
85,3.492746536551997e-05,459.536362805682,3
86,7.259830833023524e-05,430.88204227555724,3
87,8.423155099854933e-06,460.85353984900553,3
88,1.6171255122320434e-05,411.31441347494376,3
89,9.296131911467986e-07,442.37007162883197,3
90,1.0156139571174551e-05,408.7416505995736,3
91,6.91926008172924e-05,339.15725538203804,2
92,6.519960633766502e-05,436.7250532440023,3
93,2.3732536258805044e-05,352.275136901929,1
94,3.2546715818945185e-05,438.4988679965397,3
95,8.492384881531285e-05,463.4194761201951,3
96,6.576471310111134e-05,356.6179455010313,2
97,3.677790314791276e-05,407.2930926214155,3
98,2.6527584744495732e-05,443.93367740954477,3
99,6.311755121346632e-05,388.0202745903095,2
100,7.948318224112943e-05,536.7211079530871,3
101,4.9256844204948207e-05,404.68827150759734,3
102,1.9532346349926473e-05,351.8492186966937,1
103,2.4413534834810694e-06,448.85900004065365,3
104,6.455077486775771e-05,393.793380555917,2
105,9.666581535617652e-05,437.01704089738695,3
106,9.63623615091544e-05,377.37688838276654,2
107,3.851592188290651e-05,438.8524897451804,3
108,8.511515578497052e-05,353.6976690394261,2
109,5.568455823321044e-05,374.3517341182189,2
110,9.36161158683365e-05,431.5037469300504,3
111,9.726677612139147e-06,488.14687361516144,3
112,6.150457259764999e-05,452.87117544311883,3
113,7.40794540892429e-05,402.5680429739818,3
114,6.970460394211685e-05,352.04959517866104,2
115,2.9366248508006697e-05,469.10023020859717,3
116,8.093802193629657e-05,415.2224559935426,3
117,9.132492285012157e-05,412.8603745490053,3
118,5.113912646210518e-05,471.86781641667636,3
119,6.499989343846873e-05,400.36531863703163,3
120,7.019966805699777e-05,411.61480790882024,3
121,3.380613573358507e-05,408.8090461026161,3
122,3.756453943446801e-05,408.2511399054669,3
123,3.6038679569362413e-06,357.2035541085316,1
124,4.65651458330647e-05,310.5751747509752,1
125,5.908741772429539e-05,417.8652270968317,3
126,3.0597199914055525e-06,355.34398631853884,1
127,5.22291035728799e-05,383.2591376302633,2
128,7.70016553743301e-05,427.47881725313334,3
129,8.543893024726862e-06,336.456409656198,1
130,5.177655299649084e-06,519.4517978696231,3
131,6.374661585080568e-05,492.1706879160267,3
132,7.261187245892893e-05,400.75716391299324,3
133,3.2302417729395186e-05,422.1037008433366,3
134,7.952066761492268e-05,377.7750627890409,2
135,7.854853570413174e-06,316.54338204547344,1
