Traffic_ID,PER,PDB,Channel
0,0.0037460266483547782,52.18569439277128,2
1,0.0015607892088416904,120.1478537727457,4
2,0.0005817780380698265,118.25446137950654,4
3,0.00708101770538266,152.99947602831,5
4,0.00020682435846372868,77.40828863388305,3
5,0.001834861694024485,80.05443415903798,4
6,0.003043118187352418,-19.096078102946066,1
7,0.0029130001728402215,150.1425599138529,5
8,0.006118917094329073,84.66781195162886,4
9,0.003664252071093624,69.73567523683931,3
10,0.004561243772186143,75.09993935609809,3
11,0.005142830149697703,133.39172217834889,4
12,0.0059245532740515635,110.80541034807727,4
13,0.001706070712749228,80.51680605060847,4
14,0.00065145087825981,76.48794211996919,3
15,0.0009776234679498323,150.00339149971535,5
16,0.0068426460320950575,56.4762707529091,3
17,0.004952273924202591,97.31661914611776,4
18,0.0003448508226310688,94.10110344298207,4
19,0.006625560321255467,123.49407337966585,4
20,0.0031177990498180205,236.9698694737409,5
21,0.001849359700799745,161.69788690341008,5
22,0.009695876693017821,115.38532001255847,4
23,0.009218820475996146,146.883649350059,4
24,0.0008858365280171431,57.068446213907386,3
25,0.0027142189687071857,29.79352485699785,1
26,0.008287546354010142,41.032790375336056,2
27,0.005427418135499327,63.171914862762435,3
28,0.0014101013255226518,132.65083274886936,4
29,0.007290342673241833,147.16805183068448,4
30,0.007712932196512773,95.15962022003272,4
31,0.001159574726191772,75.38482373821441,3
32,0.00863117115533006,33.362718746494565,2
33,0.0006365199445099504,157.23323134977898,5
34,0.003110512234834907,161.0365263732833,5
35,0.006375937156080777,62.335122875855284,3
36,0.00887224021302069,55.7030808655146,3
37,0.007132734627442728,101.3993221111612,4
38,0.007608089701120358,176.033127011965,5
39,0.004938462168047544,121.06360946968269,4
40,0.005227805560990559,86.06467647427795,4
41,0.0010798063785060511,102.10895584494956,4
42,0.0003152604276816558,37.60935321690836,2
43,0.0050861983409558635,154.51835182362248,5
44,0.009075757172787004,79.61521845050851,3
45,0.0075557558342919445,33.98494113631904,2
46,0.0022887528567507335,94.92233246869773,4
47,0.0016130516512527903,84.72373228311316,4
48,0.009297046825773389,128.81879574742825,4
49,0.00871473444128699,160.01386601427131,5
50,0.008036917096914245,170.16345134361438,5
51,0.008961016907935009,113.33878146285456,4
52,0.0031807167462436672,92.81006632210367,4
53,0.004271650778473937,87.52827810369384,4
54,0.008180329644459009,-21.120862259264825,1
55,0.002221855996896832,121.4121023347164,4
56,0.0011995338079694943,126.5144755103417,4
57,0.003232706117275532,97.11210685332439,4
58,0.005188387426811918,60.20480159780504,3
59,0.009717849045126885,171.68804008631645,5
60,0.00962451050212617,104.11883678569708,4
61,0.00300948221985788,25.508530455464395,1
62,0.002849120103280299,109.86151492110918,4
63,0.005027287553265387,84.45105917396937,4
64,0.0005157360337486436,127.69331972309254,4
65,0.0023963793447790574,92.6961393749027,4
66,0.0014498038260401397,121.14149579886558,4
67,0.002421310659843493,104.64944287763278,4
68,0.00672168333851138,68.17153496704515,3
69,0.007282435269769984,141.72419065473932,4
70,0.0036784635440598136,171.74725202921394,5
71,0.0053582110660635104,171.13547329086538,5
72,0.0009038074107740287,81.56195709534198,4
73,0.0018659985854881426,148.85022389624277,4
74,0.00040871064040608445,186.06373529972694,5
75,0.00016686170144963368,146.49549724268053,4
76,0.005121418489934511,135.83161979988256,4
77,0.0017444899236209095,46.91350700792293,2
78,0.006909686443286558,134.47604025818242,4
79,0.0013760719205157866,97.3554745990045,4
80,0.0034113224441515355,88.05461127601077,4
81,0.006600180476295757,131.41578543036334,4
82,0.008172404779811957,169.7846099098125,5
83,0.0024192810567136166,225.6102290227933,5
84,0.0009319345752911864,36.598031235019604,2
85,0.0034927465365519965,161.5595446653979,5
86,0.007259830833023524,134.3379401617794,4
87,0.0008423155099854933,162.81086285655522,5
88,0.001617125512232043,115.74869280119655,4
89,9.296131911467985e-05,145.25156804739035,4
90,0.001015613957117455,113.3045680695949,4
91,0.0069192600817292406,47.199392612936144,2
92,0.006519960633766504,139.88880058180217,4
93,0.002373253625880504,59.66138005683253,3
94,0.0032546715818945185,141.5739245967127,4
95,0.008492384881531286,165.24850231418534,5
96,0.006576471310111134,63.7870482259797,3
97,0.003677790314791276,111.92843799034469,4
98,0.0026527584744495732,146.73699353906756,4
99,0.006311755121346632,93.61926086079404,4
100,0.007948318224112943,234.8850525554327,5
101,0.004925684420494821,109.45385793221747,4
102,0.0019532346349926473,59.25675776185899,3
103,0.00024413534834810696,151.416050038621,5
104,0.006455077486775772,99.10371152812117,4
105,0.009666581535617651,140.16618885251756,4
106,0.00963623615091544,83.50804396362821,4
107,0.0038515921882906513,141.90986525792138,4
108,0.008511515578497053,61.01278558745479,3
109,0.005568455823321044,80.63414741230797,4
110,0.009361611586833648,134.92855958354787,4
111,0.0009726677612139147,188.73952993440335,5
112,0.006150457259764999,155.22761667096287,5
113,0.007407945408924291,107.43964082528268,4
114,0.006970460394211685,59.44711541972801,3
115,0.0029366248508006696,170.6452186981673,5
116,0.008093802193629658,119.4613331938655,4
117,0.009132492285012157,117.21735582155507,4
118,0.005113912646210517,173.27442559584256,5
119,0.006499989343846875,105.34705270518003,4
120,0.007019966805699777,116.03406751337924,4
121,0.003380613573358507,113.36859379748526,4
122,0.0037564539434468006,112.83858291019358,4
123,0.0003603867956936242,64.34337640310501,3
124,0.00465651458330647,20.04641601342641,1
125,0.005908741772429539,121.97196574199012,4
126,0.00030597199914055527,62.5767870026119,3
127,0.00522291035728799,89.09618074875014,4
128,0.0077001655374330106,131.1048763904767,4
129,0.0008543893024726863,44.63358917338811,2
130,0.0005177655299649084,218.47920797614196,5
131,0.006374661585080568,192.5621535202253,5
132,0.007261187245892893,105.71930571734356,4
133,0.003230241772939519,125.99851580116975,4
134,0.007952066761492268,83.88630964958882,4
135,0.0007854853570413175,25.716212943199736,1
136,0.0002544820834111597,68.33859380655413,3
137,0.001733769906388387,183.91183220388731,5
138,0.0015652139896681894,120.09393404076313,4
139,0.007146244631077924,28.419202909210142,1
140,0.006602313569800596,122.92157260936943,4
141,0.006117595741597289,183.43917185777576,5
142,0.004196581024215472,70.28978334659146,3
143,0.007578703258533228,44.20381267000133,2
144,0.00014492049280892893,93.72388184268323,4
145,0.0009792437723493638,193.92026982243445,5
146,0.004916667135293208,43.490232462206656,2
147,0.004339082640730493,100.00687102454535,4
148,0.003985648839239337,178.29571346330647,5
149,0.0004539947937106732,167.85503083968374,5
150,0.0037467515336500863,107.7791728595751,4
151,0.008565041922042034,216.52985410139033,5
152,0.0065872776225578316,95.38326752300132,4
153,0.0058581700371533605,107.89258883806512,4
154,0.009402362184008152,14.874593331788759,1
155,0.00643323889620509,165.82568617967954,5
156,0.004583070652024675,137.62530435638362,4
157,0.003861640275369942,108.37118974288794,4
158,0.009611944447675318,81.89444361251287,4
159,0.0031904373273073197,114.8609174110717,4
160,0.008448908234383577,75.44373466695174,3
161,0.006967674916476143,88.11428955647291,4
162,0.0062897995249520606,122.19566081726735,4
163,0.008035005822918101,132.61242136669688,4
164,0.0028210636911404938,131.20750799709103,4
165,0.008068540557933372,71.26892199844451,3
166,0.009905060914864733,20.085598433240364,1
167,0.007764353194459227,47.022920046611915,2
168,0.0034086945989899257,178.76083935236795,5
169,0.007545674197972739,84.12290091497184,4
170,0.0010321355644904902,105.5769591809782,4
171,0.008264748203611309,149.21936898876876,4
172,0.003201175960705087,93.63682210118662,4
173,0.00010936567715150331,145.56379877572317,4
174,0.009053914382216217,92.12557804129423,4
175,0.009500669608540999,75.87800256185204,3
176,0.009506120862228623,195.8350878923986,5
177,0.00448500677426122,155.5982864209786,5
178,0.0029328145062089478,162.23383878448226,5
179,0.007523992919847363,48.1586277123577,2
180,0.00791599885821476,71.79053754063392,3
181,0.005495739294355032,104.58119030332414,4
182,0.004415863483232398,90.31810581314622,4
183,0.001171553097259631,143.18111994037227,4
184,0.0014307738288463058,134.15746372008266,4
185,0.0010121256385517796,169.49933743474944,5
186,0.0008419839543438594,84.41808817212839,4
187,0.008218778732844273,114.68157955755468,4
188,0.007062716029337807,159.8318310744239,5
189,0.009472538525261203,82.32436779767227,4
190,0.009860024637164887,73.44919644303992,3
191,0.0008359236662699891,169.60528989678812,5
192,0.007771692012358442,8.238893088823403,1
193,0.009063637496562265,179.57653332577695,5
194,0.0011128636255792073,90.63959850137537,4
195,0.004687137759299269,104.78326562296093,4
196,0.0005639764535426918,165.37906573409344,5
197,0.0058341042822065,141.6159973195419,4
198,0.009621763312196946,36.33352630757608,2
199,0.008686122682766414,64.90349660790736,3
200,0.0022367347893560074,108.30850156464676,4
201,0.009929654996396885,151.7164545520271,5
202,0.0007388918507892533,127.49730091705932,4
203,0.005231455343857319,107.58165245208212,4
204,0.006294356982714491,84.48274542360232,4
205,0.006275953242760551,193.3484328081292,5
206,0.00584355880491908,99.73073305759827,4
207,0.006201705845417567,151.37468350785238,5
208,0.0027745344486283462,97.50811198293009,4
209,0.0035341689280325027,40.63474711289821,2
210,0.005836977462396871,14.146440439449592,1
211,0.00813813640204978,122.21763179325185,4
212,0.006847626994366239,140.2432432851496,4
213,0.004183012119869899,175.14128470790737,5
214,0.009327352105056778,101.50347199988445,4
215,0.008105722754487546,91.59449352310747,4
216,0.00987277401702013,119.03518241010121,4
217,0.0038095276754535846,52.87607124308373,2
218,0.009699174063748218,118.09266999965186,4
219,0.004687462904789909,118.2393441611064,4
220,0.0041487802038743145,99.84013845577937,4
221,0.008647359040174277,102.3644644808605,4
222,0.008129197190291646,177.02108283936008,5
223,0.009447712533094397,119.8417778521525,4
224,0.008496624259383438,90.13137385971908,4
225,0.0012924649920997985,29.04163505446958,1
226,0.009540556221559965,39.99196951176178,2
227,0.006717335143374162,130.43586097382223,4
228,0.0061816642763385015,65.67507875150363,3
229,0.006716060382732404,90.56643931703096,4
230,0.00520355670133703,110.45591974016004,4
231,0.008521962821685082,178.68498559981612,5
232,0.005519516480906082,153.76254271122372,5
233,0.004035425179257758,112.88918629413718,4
234,0.0013410182692779567,175.72964575951275,5
235,0.002130428650927599,146.6966955028054,4
236,0.001364578384392111,22.78352757113555,1
237,0.004375311745315268,173.606092619136,5
238,0.009041682786242991,114.50638491073758,4
239,0.007836746474398689,1.883873163805518,1
240,0.003966031280430381,151.62350039467884,5
